"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"43047","210632","2025-03-26 16:39:37","2025-04-04 12:02:54","2025-03-26","Verificar por que o ônibus que passava na Avenida João de Souza Celestino parou de passar no local. Ele passava nessa Avenida toda, mas agora ele vem, chega na rua da escola, na Avenida do Contorno e desce a primeira Rua a direita, chegando na quadra. Os moradores tem que descer a Avenida João de Souza Celestino toda pra pegar o ônibus na quadra.","aguardando execuçao","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Trânsito"
"43439","211112","2025-04-03 08:26:30","2025-04-04 08:05:28","2025-04-03","_Solicitou uma consulta com Dermatologista
_Telefone da filha( 32)991298533 Juliana
_Senhora participa do CCI","Concluído","Auxilio Doença","Pessoal","Principal","Secretaria de Saúde"
"43519","211252","2025-04-03 16:27:25","2025-05-05 09:35:55","2025-03-31","Solicita asfalto na Rua Barônia Augusta no Bairro Vale Verde
","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"43566","211310","2025-04-04 12:32:11","2025-05-06 11:16:03","2025-04-04","_Paciente solicitou consulta médica, laudo para fazer cirurgia 
-Poliosteretomia (retirada de pólio)
Consulta agendada para o dia 05/05, na UBS Gaspar","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"43593","211160","2025-04-07 08:02:15","2025-04-07 08:02:15","2025-02-21","_Paciente fez o pedido de fisioterapia e foi atendida","Concluído","Auxilio Doença","WhatsApp","Principal","Secretaria de Saúde"
"43594","211341","2025-04-07 08:29:53","2025-04-07 08:29:53","2025-03-12","_Paciente fez o pedido de um oftamologista dor no olho.
_Foi atendida com Dr paula 13/03/2025 as 12:00h no Centro de Especialidades Multiprofissionais","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43597","211344","2025-04-07 08:48:55","2025-04-07 08:48:55","2025-04-04","_Paciente fez o pedodo e atendida na desistencia no Caic","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43606","211351","2025-04-07 09:28:24","2025-05-05 09:34:15","2025-04-07","_Moradora solicitou iluminação na mina de água muito escuro o local.
_Vila Santa Rita","em analise","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"43612","211354","2025-04-07 09:46:19","2025-05-06 10:45:20","2025-03-12","_Moradora fez o pedido de postes danificados e caindo.
-Bairro São Pedro","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"43622","211362","2025-04-07 10:13:17","2025-04-07 10:13:17","2025-04-07","_Paciente entrou em contato solicitando atendimento médico com muita dor, foi encaminhada para UBS,as 13:30h Dr Rebeca.
_Rua principal Vermelho.","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43626","211368","2025-04-07 10:51:04","2025-04-07 10:51:04","2025-04-07","_Moradora pediu pra verificar se os animais estão tendo mals tratos,(Late sem parar gerando incomodo a todos)","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"43627","211374","2025-04-07 11:07:28","2025-04-07 11:07:28","2025-04-07","_Regularização do IPTU da sua residencia, foi encaminhada para o orgão responsável.
_Vila Santa Rita (parte de baixo)","Concluído","Outros","WhatsApp","Principal","Secretaria de Administração"
"43687","211485","2025-04-08 08:23:10","2025-04-08 08:23:10","2025-04-07","_Paciente cadeirante,pediu para conceder acesso na porta da policlinica do Safira","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"43735","211534","2025-04-09 08:45:33","2025-07-22 10:10:53","2025-04-09","_Moradora solicitou podas das árvores da pracinha do bairro.
_Poda dos canteiros da praça
_Bairro planalto","Concluído","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"43736","211535","2025-04-09 08:52:11","2025-04-09 08:52:11","2025-04-09","_Morador pediu pra passar rolo no campo.
-Bairro Sofocó","em analise","Outros","Pessoal","Principal","Secretaria do Lazer"
"43741","211540","2025-04-09 09:44:31","2025-04-09 09:44:31","2025-04-09","_Paciente está na fila para aparelho audiometria.
_Bairro Planalto","aguardando execuçao","Auxilio Doença","WhatsApp","Principal","Secretaria de Saúde"
"43742","211542","2025-04-09 10:10:19","2025-05-05 09:26:45","2025-04-09","_Paciente precisa de consulta com Dermatologista","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43793","211648","2025-04-10 08:55:42","2025-05-06 10:52:04","2025-04-10","_Morador solicitou tampa buracos ou recapeamento asfaltica
_R:Antônio Pereira Galvão 
_Bairro Encoberta","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"43808","211673","2025-04-10 10:33:27","2025-04-10 10:33:27","2025-04-10","_Moradora fez o pedido de uma cesta básica (só a mãe trabalha na casa e está doente)","Concluído","Outros","WhatsApp","Principal","Secretaria de Administração"
"43809","211677","2025-04-10 10:45:49","2025-04-10 10:45:49","2025-04-10","_Moradora solicitou o pedido de alguns itens para a comunidade.
_Alegou que não tem projeto para as crianças
_Cones,Tartaruguinha,Escadinha e Bola.
_Boa família","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Esporte"
"43846","211753","2025-04-11 08:36:31","2025-04-11 08:36:31","2025-04-11","_Paciente solicitou uma consulta Oftalmologista
_Dia 29/04 as 7hs Dr Paulo Roberto 
_Viva Vida","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43848","211755","2025-04-11 08:43:05","2025-04-11 08:43:05","2025-04-10","_Fez o pedido de doação,qualquer valor para comprar chocolates para doar nas comunidades,para as crianças.","Concluído","Outros","WhatsApp","Principal","Secretaria do Lazer"
"43849","211756","2025-04-11 08:56:05","2025-04-11 08:56:05","2025-04-11","_Moradora Solicitou uma revisão de uma encosta 
_R:Dona Loudes Reis Neves em frente ao 170 perto do Cristo","em analise","Outros","WhatsApp","Principal","Secretaria de Obras"
"43906","211890","2025-04-14 11:05:44","2025-05-05 09:31:48","2025-04-11","_Moradora solicitou consulta com ginecologista com urgência(hemorragiia a um mês)Foi marcada com Dr Leticia ","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"43907","211894","2025-04-14 11:31:43","2025-07-22 10:35:04","2025-04-11","_Solicitou o pedido da iluminação da praça do Rosário.
_Já foi feita indicação a Engenheira responsável e está sendo resolvido o problema que é dentro da praça.","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"43908","211903","2025-04-14 11:49:21","2025-04-14 11:49:21","2025-04-12","_Fez o questionamento que devido ao feriado ia fica um mês e meio sem cesta cheia.
_Assisente social se prontificou de fazer a troca.","Concluído","Outros","Pessoal","Principal","Secretaria de Administração"
"44191","212365","2025-04-22 15:11:13","2025-04-22 15:12:18","2025-04-22","Limpeza na Rua Petronela Guilherme no Bairro São Joaquim
Já foi solicitado para o Eder","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"44194","212377","2025-04-22 15:30:23","2025-05-05 14:24:41","2025-04-22","Limpeza da vegetação e colocar saibo na estrada do Via Park até o Sítio do Daniel devido ao barro","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"44205","211354","2025-04-23 09:18:11","2025-04-23 09:18:46","2025-04-15","_Doação pix solidario 50,00 para caixa de bombom","Concluído","Outros","WhatsApp","Principal","Secretaria do Lazer"
"44207","212412","2025-04-23 09:26:45","2025-04-23 09:26:45","2025-04-16","_Foi marcado para o paciente exames no laboratório municipal.
_Foi marcado ultrassom abdominal no planejamento familiar.
_Ambos no mesmo dia com urgencia","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44208","212413","2025-04-23 09:45:55","2025-04-23 09:45:55","2025-04-16","_Solicitou o pedido para pintar a sala das crianças UBS.
_Colocar um banco no ponto de ônibus na entrada da 7 de Setembro no bairro Gaspar.","em analise","Outros","WhatsApp","Principal","Secretaria de Obras"
"44282","212451","2025-04-24 08:12:05","2025-04-24 08:12:05","2025-04-24","_Solicitou o pedido de uma consulta com psiquiatra com urgencia,paciente está tendo crises.
_Foi marcado para dia 25/04 as 13:00 no Caic","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44283","212452","2025-04-24 08:16:14","2025-04-24 08:16:14","2025-04-24","_Solicitou o pedido de uma consulta com Geriatra para seu avô de 98 anos.
_Vai ser atendido dia 24/04 UBS Gaspar Dr Rebeca","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44284","212453","2025-04-24 08:22:14","2025-04-24 08:22:14","2025-04-24","_Fez o pedido de uma consulta com Ortopedista para Suzana Japiassu Da silva.
_Consulta marcada para o dia 25/04 as 7:00 no Caic
_Bairra Santa Terezinha","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44396","212644","2025-04-25 15:48:50","2025-07-22 10:34:12","2025-04-24","Pediu que ajudasse adiantar algumas consultas que está precisando muito
Cardiologista - Munik ficou de marcar
Neurologista - Marcado para dia 28/04 (pegar guia na UBS)
Cirurgial Geral Colecistite - Aguardar
Consulta Nefrologia (Dr. Hellen) - Aguardar","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44426","212451","2025-04-28 10:44:37","2025-04-28 10:44:37","2025-04-28","_Marcação de exames sangue e urina no Laborátorio Municipal.","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44553","207219","2025-04-30 11:09:27","2025-04-30 11:09:27","2025-04-30","_Paciente solicitou o pedido de raio-x da bacia.
_Dia 03/05 as 8:00 no Sedim do Hospital São Paulo","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"44569","212802","2025-04-30 14:19:03","2025-04-30 14:21:49","2025-04-29","Adiantar a Resonância do pé
Marcado no Hospital São Paulo","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"44595","212833","2025-05-05 10:00:42","2025-05-05 10:00:42","2025-04-08","_Moradora solicitou que a rua está caindo e descendo muita agua em sua residencia.","em analise","Outros","WhatsApp","Principal","Secretaria de Obras"
"44607","212839","2025-05-05 10:47:05","2025-05-06 10:59:40","2025-04-07","_Proprietários e moradores solitou placas de lixo e retirada do local, muita sujeira no local","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Obras"
"44629","212852","2025-05-05 12:20:14","2025-05-05 12:20:14","2025-05-05","_Solicitou o pedido de oxigênio para sua mãe que está internada e para ser liberada da UPA necessita do aparelho.
_Bairro Dornelas ","Concluído","Auxilio Doença","Pessoal","Principal","Secretaria de Saúde"
"44631","212854","2025-05-05 12:25:10","2025-05-05 12:25:10","2025-04-29","_Moradora fez o pedido do poste sem iliminação.
_Rua Alvorada 187
_Bairro Gaspar","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"44632","206710","2025-05-05 12:28:30","2025-07-22 10:32:15","2025-05-05","_Moradora solicitou cata treco nas seguintes ruas.
_Av. Cecília Meireles
_R.Manoel Bandeira 
_Bairro Colety","Concluído","Outros","WhatsApp","Principal","Secretaria de Obras"
"44633","206710","2025-05-05 12:32:25","2025-05-05 12:32:25","2025-05-05","_Fez o pedido de cesta básica para Elza
_Rua Nélia de Araújo Braga N°114 Bairro Gaspar
","Concluído","Outros","WhatsApp","Principal","Secretaria de Administração"
"44668","212864","2025-05-05 14:52:52","2025-05-05 14:52:52","2025-04-22","Limpeza do lixo jogado na rua São João Batista","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"44672","212869","2025-05-05 15:13:05","2025-05-05 15:13:05","2025-05-05","Solicita aparelho de oxigênio para a mãe sair da UPA","Concluído","Auxilio Doença","WhatsApp","Principal","Secretaria de Saúde"
"44706","212893","2025-05-06 09:39:35","2025-05-06 09:39:35","2025-04-29","_Morador solicitou iluminação na pracinha do Safira.
_Bairro Safira.","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"44707","212894","2025-05-06 09:48:02","2025-05-06 09:48:02","2025-04-29","_Moradora solicitou o pedido da construção do muro próximo a casa caindo 
_Obs: Paciente cadeirante","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"44708","212659","2025-05-06 09:53:02","2025-05-06 09:53:02","2025-04-29","_Moradora solicitou tapa buracos dificil acesso.
_Bairro Quinta das Flores","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"44710","211354","2025-05-06 10:09:47","2025-07-02 16:00:05","2025-04-10","_Moradora solicitou podas de asrvores na rua 
_Rua :Maria Conceição Sabino
_Bairro São Pedro","Concluído","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"44716","212897","2025-05-06 10:22:02","2025-07-22 10:31:21","2025-03-14","_Representante de bairro,veio nos procurar solicitando se possível um varredor de rua fixo na barra, alegando que só tem nas ruas principais.
_Rua:Marcos Tarcisio (Atrás da igreja da barra)","Concluído","Limpeza","Pessoal","Principal","Secretaria do Meio Ambiente"
"44719","212900","2025-05-06 10:35:49","2025-06-06 10:05:59","2025-04-08","_Moradora solicitou que a rua está com vários locais afundando,inclusivel próximo a rede de esgoto.
_Rua: Geraldo Argemiro Da Cunha
_Bairro Santa Luzia
Indicação nº 509","Concluído","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"44723","212901","2025-05-06 10:43:17","2025-05-06 10:43:17","2025-04-10","_Moradora fez o pedido do corte da árvore que está caindo, e o excesso de galhos causando danos nos fios
_Rua 1°de Maio
_Bairro Gaspar","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"44729","212905","2025-05-06 11:25:27","2025-05-06 11:25:27","2025-03-26","_Moradora solicitou que cobrisse a quadra do bairro, onde os moradores tem grande acesso.
_Bairro Planalto","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"44737","206704","2025-05-06 12:34:50","2025-05-06 12:34:50","2025-04-28","_Solicitou uma interprete de libras para o evento que aconteceu no Bairro Planalto 30/04 as 19:30 
_Interprete Flávia ","Concluído","Outros","WhatsApp","Principal","Secretaria de Cultura"
"44780","212976","2025-05-07 11:32:03","2025-05-07 11:32:03","2025-05-06","_Solicitou 2 postes apagados 
_Rua Das Carmélias N°245 Bairro Recanto verde (próximos a esquina da rua)","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"44781","212980","2025-05-07 11:41:22","2025-05-07 11:41:22","2025-05-06","_Paciente solicitou atendimento médico com urgência
_Dr Cláudio Rogério 07/05 as 8:00 ","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44782","212982","2025-05-07 11:47:15","2025-05-07 11:47:15","2025-05-06","_Paciente solicitou uma consulta com ortopedista
_Dia 08/05/25 as 14:00 no CAIC","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"44792","212988","2025-05-07 13:04:45","2025-05-08 12:02:46","2025-05-05","Verificar a Rua Elísio Firmino da Costa, pois está sem luz a 3 dias","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"44809","213005","2025-05-07 16:19:02","2025-05-19 16:22:16","2025-05-07","Fiscalizar a obra da Avenida Alvino Carlos de Souza s/n, logo na entrada da rua. Estão tirando terra e está tendo muita poeira na rua e quando chove muito barro.
Oficio nº 48","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"44825","213023","2025-05-08 08:51:36","2025-05-08 08:51:36","2025-05-05","_Paciente sofreu acidente, está em Além Paraiba e precisa ser transferido para Muriaé (quebrou 5 costelas,hemo rragia interna,traumatismo crâniano,fratura espostas)
_Foi transferido precisa de cirurgia_Placa bloqueadora femural de titânio-femur esmagado.","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
